"y";"x1";"x2";"i";"cluster"
0;-0,943;-0,631;23;"23"
1;1,039;1,515;23;"23"
0;0,078;-0,224;23;"23"
1;-0,783;1,162;23;"23"
0;-0,977;-1,264;23;"23"
0;0,072;-1,5;23;"23"
1;-0,859;1,28;23;"23"
1;0,898;-0,013;23;"23"
0;0,322;-0,845;23;"23"
0;0,589;-0,344;23;"23"
1;-0,161;0,82;23;"23"
1;1,991;1,901;23;"23"
1;0,906;-0,242;23;"23"
1;-0,465;-0,371;23;"23"
0;1,472;0,02;23;"23"
0;-0,074;-1,897;23;"23"
1;-0,037;1,678;23;"23"
0;1,808;-1,354;23;"23"
0;0,873;-1,643;23;"23"
1;-0,347;-0,523;23;"23"
1;1,767;1,43;23;"23"
0;-0,595;-0,768;23;"23"
1;0,909;-0,392;23;"23"
1;-0,188;1,027;23;"23"
1;0,82;-0,424;23;"23"
1;1,421;0,289;23;"23"
1;-0,498;0,558;23;"23"
0;-0,506;-0,001;23;"23"
0;-0,25;-0,431;23;"23"
0;0,54;0,565;23;"23"
0;-1,091;-2,833;23;"23"
1;-0,706;-0,202;23;"23"
0;0,491;-0,309;23;"23"
0;-0,264;-1,82;23;"23"
1;-0,133;-0,736;23;"23"
0;0,456;-2,113;23;"23"
1;0,232;1,409;23;"23"
1;1,016;-0,059;23;"23"
1;-0,596;0,369;23;"23"
1;0,195;1,482;23;"23"
1;-0,096;0,647;23;"23"
0;-0,625;-1,309;23;"23"
1;0,483;0,49;23;"23"
1;-0,118;0,516;23;"23"
0;-2,028;-1,755;23;"23"
1;-2,054;-0,569;23;"23"
0;-0,012;-0,544;23;"23"
1;-0,214;0,75;23;"23"
1;0,461;-0,015;23;"23"
0;-0,123;-0,594;23;"23"
1;-0,804;0,537;23;"23"
1;1,058;1,448;23;"23"
0;-0,173;-2,2;23;"23"
0;-0,333;-0,406;23;"23"
1;-0,009;0,095;23;"23"
0;0,889;-1,149;23;"23"
0;-0,204;-0,292;23;"23"
1;0,678;1,043;23;"23"
0;-0,426;-1,286;23;"23"
1;1,022;1,336;23;"23"
1;-0,253;1,257;23;"23"
1;1,037;2,165;23;"23"
1;-0,343;1,096;23;"23"
1;1,11;-0,463;23;"23"
0;-0,173;2,34;24;"24"
0;1,248;0,427;24;"24"
1;1,255;0,84;24;"24"
0;-1,406;-0,476;24;"24"
1;0,279;-0,527;24;"24"
1;-0,972;-0,71;24;"24"
1;-1,679;-2;24;"24"
1;0,189;1,044;24;"24"
1;0,711;-2,541;24;"24"
1;-1,044;-1,709;24;"24"
1;-0,115;-1,499;24;"24"
1;0,867;0,688;24;"24"
1;-0,645;-1,692;24;"24"
1;2,504;0,294;24;"24"
1;0,946;-1,511;24;"24"
0;-0,646;0,248;24;"24"
1;-1,402;-0,677;24;"24"
0;-1,73;1,685;24;"24"
1;1,032;-0,399;24;"24"
0;0,648;-1,093;24;"24"
1;-0,188;-1,974;24;"24"
0;2,178;1,716;24;"24"
0;-0,913;0,572;24;"24"
1;-1,619;0,718;24;"24"
1;0,993;-2,221;24;"24"
1;-1,455;-1,892;24;"24"
0;-0,651;0,848;24;"24"
0;0,781;0,452;24;"24"
0;-0,44;-0,732;24;"24"
1;1,836;0,737;24;"24"
0;-0,331;1,453;24;"24"
0;0,431;1,554;24;"24"
0;0,41;0,443;24;"24"
0;-0,056;0,513;24;"24"
1;0,896;-1,319;24;"24"
1;-0,751;0,033;24;"24"
1;-0,43;-1,137;24;"24"
0;-0,9;1,871;24;"24"
0;-0,498;0,532;24;"24"
0;1,96;1,132;24;"24"
0;-0,397;1,68;24;"24"
1;0,738;-1,021;24;"24"
1;-0,603;-0,372;24;"24"
1;-1,253;-0,282;24;"24"
1;-2,103;-0,314;24;"24"
0;-2,043;1,448;24;"24"
1;0,105;-1,132;24;"24"
1;0,346;-1,84;24;"24"
1;-1,458;-0,081;24;"24"
1;1,127;-1,189;24;"24"
1;-0,165;-1,67;24;"24"
1;0,65;-2,678;24;"24"
1;0,902;-1,171;24;"24"
1;0,348;-0,092;24;"24"
0;-0,914;1,217;24;"24"
1;-0,824;0,44;25;"25"
1;-0,649;1,258;25;"25"
1;0,953;-0,95;25;"25"
1;1,856;-0,877;25;"25"
1;0,851;0,303;25;"25"
1;2,072;-1,217;25;"25"
1;1,668;-0,769;25;"25"
1;0,654;1,841;25;"25"
0;-0,189;0,6;25;"25"
1;-0,567;-1,458;25;"25"
0;-0,464;-0,114;25;"25"
1;-0,392;1,545;25;"25"
1;-0,081;-1,076;25;"25"
1;-0,214;-0,559;25;"25"
1;-1,209;-0,038;25;"25"
1;1,684;0,6;25;"25"
1;0,099;2,087;25;"25"
0;0,396;1,594;25;"25"
1;0,317;-0,327;25;"25"
1;1,299;0,834;25;"25"
1;0,98;0,006;25;"25"
1;0,606;-1,448;25;"25"
1;-1,222;-0,903;25;"25"
0;1,803;0,369;25;"25"
1;2,267;1,242;25;"25"
1;-0,143;-0,494;25;"25"
1;0,73;2,33;25;"25"
1;-0,816;1,142;25;"25"
1;-0,205;-1,228;25;"25"
1;0,026;0,1;25;"25"
1;0,169;0,898;25;"25"
0;-0,561;0,842;25;"25"
1;1,139;0,321;25;"25"
1;1,274;0,454;25;"25"
1;-0,16;-0,406;25;"25"
1;-0,343;-0,137;25;"25"
1;0,713;0,706;25;"25"
1;1,057;-1,261;25;"25"
1;-0,04;-1,917;25;"25"
1;0,299;-1,703;25;"25"
1;0,38;0,202;25;"25"
1;-1,094;-1,334;25;"25"
1;-1,524;0,684;25;"25"
1;-0,437;-0,116;25;"25"
1;0,982;1,554;25;"25"
1;-0,726;0,964;25;"25"
1;1,479;0,129;25;"25"
0;-0,492;0,4;25;"25"
1;1,27;-1,003;25;"25"
1;1,048;-1,857;25;"25"
0;0,407;2,275;25;"25"
1;0,208;-1,057;25;"25"
1;-0,312;-2,375;25;"25"
1;1,241;0,954;25;"25"
1;-0,634;-0,247;25;"25"
1;1,099;1,324;25;"25"
1;0,492;0,295;25;"25"
1;-0,642;1,232;25;"25"
0;-1,514;0,678;25;"25"
1;-0,908;-0,231;25;"25"
1;2,793;-0,167;25;"25"
1;0,406;-0,009;25;"25"
0;-0,727;1,41;25;"25"
0;-1,355;1,891;25;"25"
1;-2,152;-0,731;25;"25"
0;-1,927;0,204;25;"25"
1;2,519;-0,7;25;"25"
1;0,742;-0,401;25;"25"
1;0,828;0,74;25;"25"
1;-1,151;0,42;25;"25"
1;-0,191;0,187;25;"25"
1;-0,812;0,467;25;"25"
1;0,177;-0,68;25;"25"
1;0,537;-0,2;25;"25"
1;0,314;-1,01;25;"25"
1;0,631;-1,639;25;"25"
1;-0,664;-1,08;25;"25"
1;1,317;0,446;25;"25"
1;1,083;-0,454;25;"25"
1;0,722;0,538;25;"25"
1;0,086;0,837;25;"25"
1;0,432;0,689;25;"25"
1;1,067;0,479;25;"25"
1;-0,969;-0,733;25;"25"
1;-0,691;0,232;25;"25"
1;-0,389;0,992;25;"25"
0;0,755;-0,676;26;"26"
1;-0,534;1,596;26;"26"
0;0,224;-1,722;26;"26"
1;0,629;1,451;26;"26"
0;0,997;0,027;26;"26"
0;1,144;-0,713;26;"26"
0;0,96;-0,852;26;"26"
0;-0,725;-2,236;26;"26"
0;-0,55;0,9;26;"26"
0;0,566;-1,951;26;"26"
1;0,349;1,095;26;"26"
1;-0,342;-0,25;26;"26"
0;-1,856;-1,2;26;"26"
0;-0,667;-0,856;26;"26"
0;3,372;0,023;26;"26"
1;0,897;-0,763;26;"26"
1;-0,666;1,608;26;"26"
1;0,194;0,512;26;"26"
0;-1,01;0,388;26;"26"
0;0,527;-1,454;26;"26"
1;-0,165;1,173;26;"26"
1;-0,199;1,053;26;"26"
0;-0,758;-0,029;26;"26"
1;-0,696;-0,378;26;"26"
1;0,332;-0,158;26;"26"
1;0,167;0,215;26;"26"
0;0,911;-0,632;26;"26"
0;0,281;-0,499;26;"26"
0;0,412;-0,944;26;"26"
0;0,068;-1,094;26;"26"
0;-1,567;-2,407;26;"26"
0;0,721;0,009;26;"26"
0;0,429;-0,897;26;"26"
1;-1,696;0,345;26;"26"
1;-0,057;0,37;26;"26"
0;0,194;-1,426;26;"26"
0;-0,493;-0,966;26;"26"
0;-0,575;0,27;26;"26"
0;1,735;-1,4;26;"26"
1;0,419;0,34;26;"26"
1;-0,084;0,043;26;"26"
0;-1,31;0,165;26;"26"
0;-0,974;-0,727;26;"26"
0;0,015;-0,391;26;"26"
0;-1,19;0,494;26;"26"
0;-1,269;-1,429;26;"26"
1;0,879;-0,655;26;"26"
1;1,275;1,237;26;"26"
0;-0,505;-0,935;26;"26"
1;1,05;1,652;26;"26"
0;1,085;-0,405;26;"26"
1;-0,48;1,26;26;"26"
0;0,267;-1,493;26;"26"
1;-0,065;-1,899;27;"27"
0;0,571;1,597;27;"27"
1;0,529;-1,086;27;"27"
1;-0,72;-1,579;27;"27"
1;-0,546;0,856;27;"27"
0;0,583;0,787;27;"27"
1;0,701;0,066;27;"27"
1;1,465;0,093;27;"27"
0;-0,387;-0,572;27;"27"
0;-0,681;0,94;27;"27"
1;0,255;-0,475;27;"27"
1;-0,472;-0,617;27;"27"
1;-0,113;-0,219;27;"27"
0;-0,841;2,365;27;"27"
0;-0,455;-0,703;27;"27"
1;0,838;-0,173;27;"27"
0;-1,276;-0,424;27;"27"
1;-1,469;-0,595;27;"27"
1;-1,015;-1,676;27;"27"
1;0,819;-0,249;27;"27"
0;0,332;0,963;27;"27"
0;-0,269;1,301;27;"27"
0;0,03;1,631;27;"27"
1;-0,628;-2,249;27;"27"
1;0,452;0,665;27;"27"
1;-0,268;-1,807;27;"27"
1;0,497;-0,116;27;"27"
1;-0,633;-0,998;27;"27"
0;-0,083;-0,257;27;"27"
0;0,112;0,419;27;"27"
1;-0,711;-0,235;27;"27"
1;-0,892;-0,268;27;"27"
0;-1,173;0,873;27;"27"
1;0,472;-0,203;27;"27"
0;-1,017;0,434;27;"27"
0;0,698;0,295;27;"27"
1;0,223;-0,469;27;"27"
1;0,722;0,497;27;"27"
0;-0,561;3,501;27;"27"
1;0,485;0,616;27;"27"
1;-0,537;0,272;27;"27"
0;1,244;0,378;27;"27"
0;-0,266;0,339;27;"27"
1;0,258;1,304;27;"27"
0;0,22;-0,636;27;"27"
0;-2,444;-0,383;27;"27"
1;2,375;-0,249;27;"27"
0;-0,733;0,047;27;"27"
0;1,135;-0,615;27;"27"
1;-1,174;1,125;27;"27"
1;-0,085;-0,027;27;"27"
1;-0,379;-0,954;27;"27"
1;-0,939;-0,238;27;"27"
0;-0,871;1,699;27;"27"
1;0,794;-0,115;27;"27"
1;1,537;1,449;27;"27"
1;-1,412;0,74;27;"27"
0;-0,716;0,273;27;"27"
0;-0,617;-0,443;27;"27"
0;-0,911;0,6;27;"27"
1;0,627;-0,589;27;"27"
1;0,006;0,051;27;"27"
1;0,942;0,774;27;"27"
1;0,297;0,405;27;"27"
1;1,52;0,47;27;"27"
1;1,611;-2,89;27;"27"
0;-0,794;0,013;27;"27"
1;-0,937;-0,914;27;"27"
1;-0,732;-1,803;27;"27"
1;1,433;1,91;27;"27"
0;-0,591;1,566;27;"27"
0;-1,3;0,528;27;"27"
1;-1,622;0,143;27;"27"
0;-0,277;0,577;27;"27"
1;0,838;0,014;27;"27"
1;2,197;-1,229;27;"27"
1;0,169;-0,484;27;"27"
1;-0,176;0,465;27;"27"
1;0,911;-0,12;27;"27"
0;-0,512;-0,724;27;"27"
1;-0,709;-0,706;27;"27"
1;0,908;-1,394;27;"27"
1;1,303;-0,696;27;"27"
1;0,31;-1,788;27;"27"
1;-0,864;-0,519;27;"27"
1;0,15;0,861;27;"27"
0;-0,732;-0,815;27;"27"
1;1,964;0,062;28;"28"
1;-0,714;0,501;28;"28"
1;-0,737;0,64;28;"28"
1;1,149;-0,777;28;"28"
1;-1,95;-0,898;28;"28"
1;-0,459;0,338;28;"28"
1;1,007;-0,099;28;"28"
1;2,075;-0,213;28;"28"
1;0,475;0,201;28;"28"
1;-1,277;-1,348;28;"28"
1;-1,019;-0,451;28;"28"
1;0,129;0,538;28;"28"
0;-3,521;0,21;28;"28"
1;-1,84;0,307;28;"28"
0;0,225;-0,37;28;"28"
1;-0,604;2,184;28;"28"
1;-1,758;-0,919;28;"28"
0;-0,21;-1,365;28;"28"
1;0,041;0,227;28;"28"
1;-0,847;0,365;28;"28"
1;-1,012;0,275;28;"28"
1;-0,295;-0,494;28;"28"
1;-0,778;1,147;28;"28"
1;1,321;-1,154;28;"28"
1;-0,11;0,215;28;"28"
0;1,041;-3,947;28;"28"
1;-1,217;1,212;28;"28"
1;-0,147;0,039;28;"28"
1;1,123;1,243;28;"28"
1;2,575;0,214;28;"28"
1;-0,904;1,316;28;"28"
1;1,281;1,065;28;"28"
1;0,416;0,071;28;"28"
1;1,291;-1,236;28;"28"
1;1,548;-0,176;28;"28"
1;-0,072;-1,371;28;"28"
1;-0,054;-1,086;28;"28"
1;-0,754;-2,481;28;"28"
1;1,775;0,835;28;"28"
1;-0,313;1,168;28;"28"
1;0,594;-0,464;28;"28"
1;1,693;-0,88;28;"28"
1;1,266;0,297;28;"28"
1;0,788;-0,121;28;"28"
1;-0,688;0,069;28;"28"
0;0,59;-1,498;28;"28"
1;-1,045;1,978;28;"28"
1;1,053;0,454;28;"28"
1;0,348;-1,512;28;"28"
1;0,438;2,251;28;"28"
0;-0,351;0,855;28;"28"
1;-0,307;1,069;28;"28"
1;-0,197;-0,047;28;"28"
1;-0,236;-1,099;29;"29"
1;-0,508;-1,606;29;"29"
1;-0,627;-0,355;29;"29"
1;1,073;-1,126;29;"29"
0;0,239;-0,241;29;"29"
1;1,548;0,498;29;"29"
1;-0,222;-0,644;29;"29"
0;2,855;0,146;29;"29"
0;0,575;1,442;29;"29"
1;1,427;0,59;29;"29"
0;0,35;0,208;29;"29"
1;0,591;-1,432;29;"29"
0;-0,712;0,764;29;"29"
1;-0,736;-0,275;29;"29"
1;-0,426;-2,419;29;"29"
1;0,114;0,348;29;"29"
1;0,204;0,342;29;"29"
1;-0,211;-0,695;29;"29"
1;0,168;0,847;29;"29"
1;1,301;-0,732;29;"29"
0;-1,238;0,389;29;"29"
1;-0,107;-1,548;29;"29"
0;0,934;0,48;29;"29"
1;-0,131;-0,538;29;"29"
0;-0,78;0,161;29;"29"
1;-1,608;-0,04;29;"29"
1;-1,397;-1,645;29;"29"
0;0,138;0,11;29;"29"
0;-0,561;-0,342;29;"29"
1;-0,39;0,186;29;"29"
1;1,901;-0,203;29;"29"
0;-0,016;1,267;29;"29"
1;-0,983;0,109;29;"29"
1;-0,13;1,36;29;"29"
1;-1,258;-0,853;29;"29"
1;1,502;-0,469;29;"29"
0;0,932;0,147;29;"29"
1;0,945;-0,06;29;"29"
0;-1,739;0,233;29;"29"
0;1,316;1,896;29;"29"
1;0,397;-0,999;29;"29"
1;0,729;-0,716;29;"29"
0;-0,055;0,31;29;"29"
1;-1,157;0,049;29;"29"
1;-1,056;-1,029;29;"29"
0;0,488;1,155;29;"29"
1;0,551;-0,57;29;"29"
0;-0,246;1,021;29;"29"
0;-0,249;0,868;29;"29"
1;1,607;0,554;29;"29"
1;1,049;-0,081;29;"29"
1;0,315;0,546;29;"29"
1;0,798;0,432;29;"29"
1;0,206;0,471;29;"29"
1;0,185;0,763;29;"29"
0;1,233;1,689;29;"29"
1;-0,044;-0,05;29;"29"
1;0,444;0,268;29;"29"
1;-0,506;-0,31;29;"29"
1;-0,254;-0,375;29;"29"
0;-0,962;0,238;29;"29"
1;-1,171;-1,156;29;"29"
0;-0,85;0,429;29;"29"
0;-1,051;-1,633;30;"30"
0;-1,416;-0,807;30;"30"
0;-0,339;0,446;30;"30"
0;-0,854;0,827;30;"30"
0;-0,985;1,409;30;"30"
0;-0,322;1,931;30;"30"
0;-0,624;0,01;30;"30"
0;0,355;-2,747;30;"30"
0;0,279;-1,374;30;"30"
0;1,022;1,351;30;"30"
0;0,875;0,204;30;"30"
1;2,015;1,185;30;"30"
1;1,366;1,02;30;"30"
0;-1,944;0,129;30;"30"
0;0,235;0,249;30;"30"
0;0,136;-0,586;30;"30"
0;0,356;0,398;30;"30"
0;-0,622;-2,185;30;"30"
0;-0,591;0,17;30;"30"
0;-0,868;1,103;30;"30"
0;-1,14;-0,779;30;"30"
0;-0,951;0,394;30;"30"
0;2,015;-0,183;30;"30"
0;1,335;-0,801;30;"30"
0;0,181;-0,205;30;"30"
0;-0,007;-0,175;30;"30"
0;-0,692;-0,579;30;"30"
0;0,052;-1,185;30;"30"
0;-1,163;0,187;30;"30"
0;0,877;-0,351;30;"30"
0;-0,532;1,297;30;"30"
0;-0,448;0,364;30;"30"
0;0,003;-0,576;30;"30"
0;-0,601;-0,839;30;"30"
0;-0,229;-0,15;30;"30"
0;0,527;-0,37;30;"30"
0;-0,246;-0,044;30;"30"
0;0,57;0,442;30;"30"
0;-0,271;0,037;30;"30"
0;-0,571;0,463;30;"30"
0;-0,208;-0,198;30;"30"
0;1,544;-2,574;30;"30"
0;-1,374;0,83;30;"30"
0;-1,115;1,252;30;"30"
0;0,039;2,212;30;"30"
0;0,905;0,136;30;"30"
0;-0,173;0,97;30;"30"
0;-0,899;0,718;30;"30"
1;2,028;0,202;30;"30"
1;0,288;-1,498;30;"30"
0;-0,996;0,072;30;"30"
0;-2,001;-0,879;30;"30"
0;-1,155;-0,33;30;"30"
0;-1,812;0,397;30;"30"
0;-0,522;-1,288;30;"30"
0;-0,514;1,118;30;"30"
1;3,434;1,048;30;"30"
0;-0,243;-0,253;30;"30"
0;0,062;3,113;30;"30"
0;0,527;0,099;30;"30"
0;0,539;1,023;30;"30"
0;0,285;0,256;30;"30"
0;-0,623;0,1;30;"30"
0;-1,457;0,702;30;"30"
0;-0,141;0,387;30;"30"
0;-0,212;1,2;30;"30"
0;1,542;-0,3;30;"30"
1;0,324;0,334;30;"30"
0;-0,182;-0,425;30;"30"
0;0,418;0,643;30;"30"
0;-0,678;1,164;30;"30"
0;0,514;0,451;30;"30"
0;0,618;0,513;30;"30"
0;-1,424;-1,057;30;"30"
0;0,891;-1,853;30;"30"
0;-1,598;-0,387;30;"30"
0;-0,809;0,562;30;"30"
0;0,415;-0,859;30;"30"
0;0,29;-0,881;30;"30"
0;0,467;-0,036;30;"30"
0;0,677;-0,67;30;"30"
1;0,069;1,644;30;"30"
0;0,602;-0,624;30;"30"
0;-0,427;0,684;30;"30"
0;-1,187;-0,904;30;"30"
0;-0,86;-0,422;30;"30"
0;1,259;0,384;30;"30"
0;-0,166;-0,966;30;"30"
0;-0,103;1,99;30;"30"
1;0,339;-0,153;30;"30"
1;0,31;-1,008;30;"30"
0;0,278;-1,066;30;"30"
0;0,12;-1,276;30;"30"
0;-1,136;0,307;31;"31"
0;1,325;-0,053;31;"31"
1;-0,403;-0,69;31;"31"
1;2,612;-1,061;31;"31"
0;1,258;0,629;31;"31"
1;-0,385;-2,31;31;"31"
1;-0,333;-0,916;31;"31"
0;1,101;0,634;31;"31"
1;-1,509;-0,018;31;"31"
0;-0,154;1,011;31;"31"
0;-0,472;0,865;31;"31"
1;-0,806;-0,532;31;"31"
0;-0,638;-0,266;31;"31"
1;-0,603;-0,751;31;"31"
0;-0,127;0,868;31;"31"
0;-0,847;0,23;31;"31"
0;-0,652;-0,538;31;"31"
0;0,982;-0,361;31;"31"
1;0,644;-0,771;31;"31"
1;-0,667;-1,115;31;"31"
0;-0,248;0,167;31;"31"
1;1,817;0,682;31;"31"
0;0,36;0,037;31;"31"
1;-1,252;-0,821;31;"31"
0;-0,623;-0,474;31;"31"
1;-0,028;-2,684;31;"31"
0;-0,296;-0,144;31;"31"
1;1,71;-2,09;31;"31"
0;-0,302;0,866;31;"31"
1;-0,028;-0,729;31;"31"
0;-1,01;0,535;31;"31"
0;-0,234;2,679;31;"31"
0;0,027;1,769;31;"31"
1;0,447;-1,199;31;"31"
0;1,462;1,119;31;"31"
0;-2,419;0,056;31;"31"
0;0,24;0,042;31;"31"
0;-0,058;0,058;31;"31"
1;0,704;1,023;31;"31"
0;0,689;-0,962;31;"31"
0;0,693;0,118;31;"31"
1;-0,133;-1,384;31;"31"
0;-0,64;0,203;31;"31"
0;0,53;0,505;31;"31"
1;-0,048;-0,147;31;"31"
1;0,59;-2,653;31;"31"
0;-1,866;0,353;31;"31"
0;-1,626;0,626;31;"31"
0;0,158;0,954;31;"31"
1;0,136;-0,629;31;"31"
0;0,334;0,158;31;"31"
1;0,786;-0,245;31;"31"
0;0,01;-0,146;31;"31"
0;0,658;2,297;31;"31"
0;1,473;0,019;31;"31"
0;-2,007;-0,744;31;"31"
0;0,495;0,286;31;"31"
0;-0,94;0,487;31;"31"
0;-0,28;1,184;31;"31"
0;-0,997;2,553;31;"31"
0;-0,294;-0,045;31;"31"
0;-1,374;0,419;31;"31"
1;2,421;-1,155;31;"31"
1;0,405;-0,557;31;"31"
0;-1,077;1,039;31;"31"
1;-0,967;-1,078;31;"31"
1;0,057;0,195;31;"31"
1;-1,179;-0,827;31;"31"
1;-1,973;-1,95;31;"31"
1;-1,271;-2,52;31;"31"
1;-0,161;-1,572;31;"31"
1;1,23;0,136;31;"31"
1;1,248;-0,256;31;"31"
1;-0,767;0,418;32;"32"
1;-1,179;0,953;32;"32"
1;1,477;1,397;32;"32"
1;0,467;0,475;32;"32"
1;0,461;0,724;32;"32"
1;-1,955;0,078;32;"32"
1;0,242;-1,55;32;"32"
1;0,586;-0,093;32;"32"
1;0,472;1,515;32;"32"
1;0,19;-1,666;32;"32"
1;0,862;-0,127;32;"32"
0;0,126;-0,594;32;"32"
1;-0,833;0,498;32;"32"
1;-1,673;-0,035;32;"32"
1;1,064;1,514;32;"32"
1;0,29;-1,998;32;"32"
1;1,92;-0,271;32;"32"
1;0,985;-0,473;32;"32"
1;-2,029;-0,931;32;"32"
0;-1,357;-0,542;32;"32"
1;1,141;1,885;32;"32"
1;0,382;1,733;32;"32"
1;-1,428;-0,063;32;"32"
1;-1,41;1,065;32;"32"
1;0,048;-0,247;32;"32"
1;-0,249;-0,659;32;"32"
1;-1,776;-0,299;32;"32"
1;-0,038;0,779;32;"32"
1;0,242;0,032;32;"32"
1;2,87;1,974;32;"32"
1;1,734;-1,462;32;"32"
1;-1,226;0,536;32;"32"
1;0,125;0,495;32;"32"
1;-1,324;0,481;32;"32"
1;0,005;0,64;32;"32"
1;-1,202;-1,657;32;"32"
0;0,22;-1,342;32;"32"
1;1,72;0,41;32;"32"
1;-0,294;0,179;32;"32"
1;1,716;1,056;32;"32"
1;-0,877;1,06;32;"32"
1;-0,309;0,869;32;"32"
1;0,383;-2,279;32;"32"
1;0,327;0,443;32;"32"
1;3,298;-0,029;32;"32"
1;-0,323;1,764;32;"32"
0;1,288;-1,026;32;"32"
1;-0,496;0,191;32;"32"
1;-1,146;-0,318;32;"32"
1;1,447;0,031;32;"32"
1;-1,066;-0,829;32;"32"
1;-0,34;0,869;32;"32"
1;0,065;-0,464;32;"32"
1;-0,353;-0,887;32;"32"
1;0,26;0,624;32;"32"
1;-1,434;0,342;32;"32"
1;-1,23;1,199;32;"32"
1;-0,968;0,262;32;"32"
0;0,127;-1,979;32;"32"
1;1,15;-1,38;32;"32"
1;-0,157;-0,663;32;"32"
1;0,433;0,812;32;"32"
0;0,001;-0,909;32;"32"
1;-2,018;-0,859;32;"32"
1;-1,48;0,301;32;"32"
1;-0,175;-0,183;32;"32"
1;-0,59;-0,273;32;"32"
1;-1,233;0,172;32;"32"
1;2,189;-0,629;32;"32"
1;0,212;-1,501;32;"32"
1;0,091;0,797;32;"32"
1;-0,529;-0,078;32;"32"
1;1,248;-0,437;32;"32"
1;-1,358;0,038;32;"32"
1;0,392;-1,012;32;"32"
1;1,1;-0,027;32;"32"
1;-1,387;-1,422;32;"32"
1;-0,371;-0,063;32;"32"
0;1,14;-2,044;32;"32"
1;-1,871;-1,047;32;"32"
1;1,27;0,193;32;"32"
1;1,638;-0,131;32;"32"
0;-1,501;-1,112;32;"32"
0;0,067;1,715;33;"33"
0;1,387;1,932;33;"33"
0;0,569;-1,009;33;"33"
0;-0,37;-0,866;33;"33"
0;-0,611;0,941;33;"33"
0;-1,417;-0,517;33;"33"
0;-0,12;-0,571;33;"33"
0;0,083;0,149;33;"33"
1;-0,161;-0,243;33;"33"
0;0,157;0,555;33;"33"
0;-0,321;0,17;33;"33"
0;0,96;0,038;33;"33"
1;0,3;1,211;33;"33"
0;0,528;3,512;33;"33"
0;-1,557;1,809;33;"33"
1;0,41;2,376;33;"33"
0;-0,9;-2,5;33;"33"
0;0,677;0,295;33;"33"
0;-0,208;-0,444;33;"33"
0;2,569;-0,733;33;"33"
0;1,404;-0,205;33;"33"
0;-0,203;2,342;33;"33"
0;1,582;1,127;33;"33"
0;0,148;0,72;33;"33"
0;-0,437;-0,184;33;"33"
0;-1,501;0,922;33;"33"
0;-1,804;1,524;33;"33"
0;0,026;-0,615;33;"33"
0;-2,132;-0,174;33;"33"
0;-0,239;-0,313;33;"33"
1;-0,453;-1,15;33;"33"
0;-0,54;-0,502;33;"33"
0;-0,291;-0,948;33;"33"
0;1,587;0,075;33;"33"
1;1,317;-1,149;33;"33"
0;1,234;-0,456;33;"33"
0;-0,859;-0,425;33;"33"
0;0,595;-1,737;33;"33"
0;-0,279;0,852;33;"33"
0;0,384;-0,406;33;"33"
0;-0,039;-1,286;33;"33"
0;0,704;0,361;33;"33"
0;0,518;-1,1;33;"33"
0;0,004;-1,965;33;"33"
0;-0,455;-0,337;33;"33"
0;0,059;1,012;33;"33"
0;-0,068;0,436;33;"33"
0;-1,093;0,968;33;"33"
0;0,414;-0,186;33;"33"
0;0,267;-2,047;33;"33"
0;0,684;-0,87;33;"33"
0;-1,055;-0,031;33;"33"
1;-0,886;-1,447;33;"33"
0;0,678;-0,753;33;"33"
0;-1,41;0,729;33;"33"
1;-2,1;-1,491;33;"33"
0;0,094;0,598;33;"33"
0;0,376;0,706;34;"34"
0;-0,205;0,853;34;"34"
1;0,144;0,401;34;"34"
1;0,646;0,38;34;"34"
0;1,092;1,473;34;"34"
0;-1,113;2,464;34;"34"
0;-1,976;-0,331;34;"34"
0;0,182;0,493;34;"34"
1;1,357;-1,854;34;"34"
1;0,745;-0,843;34;"34"
1;-0,228;0,557;34;"34"
1;-0,169;-0,251;34;"34"
0;1,893;1,624;34;"34"
1;1,269;0,623;34;"34"
0;-0,961;-0,076;34;"34"
1;-0,645;-1,044;34;"34"
0;1,552;1,374;34;"34"
0;0,26;-0,348;34;"34"
1;-0,684;-0,275;34;"34"
1;0,966;-0,642;34;"34"
0;-0,248;1,07;34;"34"
1;1,128;-0,984;34;"34"
0;-0,839;-0,387;34;"34"
1;0,818;-0,774;34;"34"
1;0,108;-0,571;34;"34"
0;-1,122;0,29;34;"34"
0;0,315;1,318;34;"34"
0;2,018;1,203;34;"34"
1;-1,445;-0,526;34;"34"
0;-0,906;1,884;34;"34"
0;-0,573;0,649;34;"34"
0;-0,616;0,162;34;"34"
0;0,962;1,081;34;"34"
1;-1,585;-1,323;34;"34"
0;0,537;0,298;34;"34"
0;0,338;0,91;34;"34"
1;0,632;0,105;34;"34"
1;-0,987;0,39;34;"34"
0;1,913;1,461;34;"34"
1;-0,637;-0,1;34;"34"
0;0,212;1,034;34;"34"
1;-0,463;-0,207;34;"34"
0;-0,205;1,325;34;"34"
1;0,091;-0,01;34;"34"
1;0,435;0,263;34;"34"
1;0,396;0,001;34;"34"
1;0,297;-1,547;34;"34"
1;-0,671;-1,39;34;"34"
0;-0,517;-0,043;34;"34"
0;-0,35;0,746;34;"34"
1;0,159;-0,356;34;"34"
0;-0,02;0,734;34;"34"
0;-1,234;0,226;34;"34"
0;0,119;-0,505;34;"34"
0;0,788;0,673;34;"34"
